post_id,post_date,post_images,post
2023-08-10_21-03-33,2023-08-10 21:03:33,['2023-08-10_21-03-33_UTC.jpg'],"DES.CAN.SAR: depositar confiança em; livrar-se de apreensão; acalmar-se.
.
No início de dezembro de 2021, quando descobri os nódulos no fígado, eu não temi, eu não me apavorei. Não pelos motivos certos. Na verdade, eu só pensei “eu vou dar um jeito nisso e vai ficar tudo bem.” 
.
Eu realmente achava que eu iria me livrar daquele câncer por minhas próprias forças. Naquele mês eu consultei os meus tipos de médicos, os integrativos e os alternativos. A cada consulta, porém, ficava claro que não seria tão simples e fácil quanto eu imaginava. 
.
Depois, veio o diagnóstico completo: um câncer avançado, espalhado — um caso dificílimo. Deus me colocou nas mãos Dele. Nenhum tratamento era garantido. Tudo poderia dar errado, ou certo, dependendo exclusivamente de Deus fazer aquilo prosperar.
.
Eu sou mais alternativa do que eu gostaria, e muito mais alternativa do que meu marido e minha família jamais serão (risos) e naquele momento era importante para eles que eu fizesse quimioterapia. Como eu era consciente de que nenhum caminho me prometia cura ou vida, e ao mesmo tempo qualquer caminho que Deus abençoe poderia me trazer cura e vida, eu decidi, de uma vez por todas, seguir o caminho da quimioterapia.
.
Mas eu não descansei. Eu não estava satisfeita. Eu queria estar no controle, tentando, de alguma maneira ser eu mesma a responsável pelo meu bem-estar.
.
Deus me impediu. E “me derrubou” de novo, e me levou novamente para aquele lugar do início, para me lembrar que minha vida está nas mãos Dele e meu tratamento também — que Ele que pega um tratamento insuficiente, e um corpo incapaz, e torna tudo isso suficiente se Ele quiser. 
.
Nos últimos meses Deus me levou a este lugar de descanso, e eu escolhi confiar nos médicos que Deus me deu, seguir somente as orientações deles e descansar, com orações e súplicas, nAquele capaz de fazer o impossível.
.
“Não estejais inquietos por coisa alguma; antes as vossas petições sejam em tudo conhecidas diante de Deus pela oração e súplica, com ação de graças. E a paz de Deus, que excede todo o entendimento, guardará os vossos corações e os vossos pensamentos em Cristo Jesus.”

Filipenses 4:6,7
"
2023-07-20_12-03-07,2023-07-20 12:03:07,['2023-07-20_12-03-07_UTC.jpg'],"A vida é bela. Sim, eu acredito! E também acredito que meus filhos devem ver a vida desta maneira. Mas diferente do famoso filme que leva este nome, eu acredito que a beleza da vida está alicerçada na Verdade. 

Onde estamos realmente? O que está acontecendo? “Meus filhos, estamos enfrentando momentos difíceis. A mamãe está muito doente. MAAAAS nós temos um Deus nos céus, que é bom, que não muda, que é nosso Pai, e Ele continua cuidado de cada detalhe.”

“Meus filhos, vocês não podem se alegrar apesar de estarmos sofrendo. Não! Vocês DEVEM se alegrar NO sofrimento, porque sabemos que Aquele que o enviou faz tudo cooperar para o bem. Sabemos que no final celebraremos a vitória. Não, não necessariamente minha vitória sobre a doença, mas estou falando da vitória de Cristo no dia final, pois é nela que esperamos!”

“Portanto, meus filhos, sorriam, se divirtam, alegrem-se pois o Deus de vocês cuida de cada detalhe das vossas vidas e guardará a vossa alma segura até o dia final.”

Não é que a gente fale pra eles todos os detalhes do meu caso. Não há necessidade disso. Mas eles sabem que eu estou doente, eu cada vez que temos oportunidade de falar sobre isso também temos a oportunidade de falar sobre nosso Grande Deus.

Na foto, as crianças cheias de Vida se divertindo no pula-pula. Enquanto eu descansava da quimioterapia.
"
2023-07-17_22-13-00,2023-07-17 22:13:00,['2023-07-17_22-13-00_UTC.jpg'],"Hoje começou um ciclo (6 sessões) de Folfirinox. É uma quimioterapia bem pesada pra mim, eu tenho muitos sintomas e, quando começo a me sentir um pouco recuperada, já está na hora de outra sessão. 

Não é confortável, e eu me sinto muito fraca, além de sempre emendar alguma gripe ou resfriado. Eu não gosto nem um pouco, eu sofro com muita ansiedade antes de cada sessão, e sofro também cada sintoma. 

Mas saber que Deus é realmente Bom, e não somente Bom, mas Bom COMIGO é o que me consola em todos os momentos. Eu sei que não preciso ter nenhuma ansiedade, e não preciso pensar mesmo sobre o que vou sentir, como vai ser a noite, como estarei amanhã.

“Não andeis ansiosos por coisa alguma mas em tudo, pela oração e súplicas, e com ação de graças, apresentem seus pedidos a Deus.” (Fp 4:6). Eu posso orar e descansar. Eu não sou boa nisso, então tem sido um hábito que Deus tem forjado em mim ao longo desse tratamento. 

Veja como Ele é um Bom Pai. Em tudo isso, Ele tem me livrado do mal do meu próprio coração, da minha velha natureza. Ele tem lutado com toda a atenção e carinho Dele diretamente contra meus pecados. 

Eu já falei aqui mas gosto sempre de repetir: o sofrimento não é mau; mau é o pecado. E eu sei que Deus está perto, e que Ele é meu refugio, e que Ele muito, muito Bom comigo, porque Ele se preocupa com uma atenção ininterrupta em usar todas as circunstâncias ao meu redor para limpar meu coração e me fazer mais santa, mais parecida com Jesus.
.
Hoje para o feed vai esta foto dos meus pezinhos inchados que tiveram o privilégio de fazer um pouco de aterramento nessa grama cheia de vida que o Senhor mesmo fez brotar aí.
"
2023-07-15_22-26-56,2023-07-15 22:26:56,['2023-07-15_22-26-56_UTC.jpg'],"Não tenho muito o que escrever, mas quero deixar meu perfil mais cheio de vida. Da vida comum que acontece todos os dias debaixo dos nossos olhos e nós frequentemente desmerecemos, mas também da vida extraordinária quando pessoas amadas mobilizam seu tempo, seu dinheiro, sua energia para aliviar um pouco do peso inevitável da morte diária. 🙏🏻
"
2023-07-10_13-25-28,2023-07-10 13:25:28,['2023-07-10_13-25-28_UTC.jpg'],"Estou diminuindo. Estou magra e fraca.

Os resultados dos últimos exames mostram que o câncer tem se alastrado e se multiplicando em meu fígado e meu pulmão. As esperanças de manter o câncer sob controle por meio de quimioterapia são baixas. As expectativas de sobrevida não são boas. Tenho sofrido dores terríveis todos os dias em vários lugares. Dormir algumas horas tem se tornado um enorme privilégio. 

Este é o esperado para um caso como o meu. Alguns em meu lugar poderiam se perguntar “por que eu?”, mas a minha pergunta sincera é “por que NÃO eu?” O que me faria diferente do resto da humanidade que sofre? Porque eu deveria ser privilegiada a não passar pelo sofrimento comum à vida humana? 

Por outro lado, quando eu olho para o passado, para os meus irmãos em Cristo de toda a História, o que eu vejo? Sempre leveza, paz e sossego? Não. Eu vejo sofrimento e dor. E vejo Pedro nos lembrando que Deus purifica e aumenta nossa fé por meio das tribulações. 

E se, para que minha fé aumente, eu preciso diminuir, então, que seja. Eu não gosto. E eu pedi muito a Deus pra me poupar. Mas, ao mesmo tempo que eu tenho certeza do quanto é amargo, eu tenho certeza que a graça Dele é mais doce e suficiente para me levar até onde Ele acha que devo ir.

Dizem que se minha fé for grande ela pode me curar. Mas a Bíblia diz, e eu prefiro acreditar, que se minha fé for grande, eu farei as mesmas obras do meu Mestre (os frutos do Espírito) e todos verão. E Deus, não eu, será honrado.

Na vida ou na morte, na saúde ou na doença, que “assim resplandeça a minha luz diante dos homens, para que vejam as minhas boas obras e glorifiquem a meu Pai, que está nos céus.” (Mt 5:16)
"
2023-06-11_00-29-41,2023-06-11 00:29:41,"['2023-06-11_00-29-41_UTC_1.jpg', '2023-06-11_00-29-41_UTC_2.jpg']","Hoje foi dia de perrengue chique: conhecer neve fake e passar frio no coração de Brasília. Mas deu tudo certo, fora a breguice total da família que reuniu todos os casacos e calças da casa pra usar, e meu nariz ter ficado dormente. As crianças amaram de paixão.
"
2023-06-09_12-09-39,2023-06-09 12:09:39,[],"A garagem está ficando pronta. Vamos precisar usar energia solar.
"
2023-05-10_23-33-25,2023-05-10 23:33:25,"['2023-05-10_23-33-25_UTC_1.jpg', '2023-05-10_23-33-25_UTC_3.jpg', '2023-05-10_23-33-25_UTC_4.jpg', '2023-05-10_23-33-25_UTC_5.jpg', '2023-05-10_23-33-25_UTC_2.jpg']","Até que as coisas deram uma adiantada na obra. Tenho orado a Deus todos os dias pedindo pra me levar logo pra lá. Obrigada a todos vocês que tem ajudado na realização deste sonho.

Esta obra é um presente pelo qual eu nunca poderei ser grata o suficiente.
"
2023-05-06_10-08-19,2023-05-06 10:08:19,[],"Não é qualquer pessoa que trabalha com esses tijolinhos e estamos tento problemas com o fornecedor. Alguém de Brasília conhece quem faça esse trabalho?
"
2023-04-28_19-37-07,2023-04-28 19:37:07,[],"Compartilhando um pouquinho sobre a nossa experiência com a dieta GAPS, do livro Gut and Psychology Syndrome de Natasha Campbell-McBride
"
2023-04-27_20-45-08,2023-04-27 20:45:08,[],"Deus cura… quando Ele quer. Mas, o mais importante é que Deus SEMPRE usa a dificuldade para santificar o coração dos Seus filhos.
"
2023-04-19_01-16-19,2023-04-19 01:16:19,[],"Sobre o Câncer: descoberta e desafios
"
2023-04-15_21-19-52,2023-04-15 21:19:52,[],"From Everlasting - Sovereing Grace Music
"
2023-04-15_01-54-47,2023-04-15 01:54:47,['2023-04-15_01-54-47_UTC.jpg'],"Feliz Aniversário Mãe!

Que dias intensos! Que misto de tristezas e alegrias. 
.
No dia 27 de março perdemos nossa vovó Maria. 
No dia 03 de abril fiz minha 29ª quimioterapia.
No dia 08, dia do meu aniversário, lembramos da morte da minha vovó Cleusa dois anos antes. 
Hoje, comemoramos mais um ano da minha mãe preciosa. 
.
Deus mistura o doce com o amargo - a alegria com a tragedia - e entrega um prato muito mais satisfatório do que o masterchef.  É bom em tudo isso poder descansar na sabedoria perfeita do plano Dele para nós! 
.
Que bom é ainda estar aqui e ter minha mãe aqui contribuindo no lado alegre! Que bom ter conseguido festejar sua vida hoje! 

Mamãe, eu louvo a Deus por sua vida. Não só hoje, mas cada dia em que te vejo. 

A música é sobre o salmo 90:
.
Ensina-nos a contar os nossos dias, de tal maneira que alcancemos corações sábios.
Farta-nos de madrugada com a tua benignidade, para que nos regozijemos, e nos alegremos todos os nossos dias.
Alegra-nos pelos dias em que nos afligiste, e pelos anos em que vimos o mal.
Apareça a tua obra aos teus servos, e a tua glória sobre seus filhos.
E seja sobre nós a formosura do Senhor nosso Deus, e confirma sobre nós a obra das nossas mãos; sim, confirma a obra das nossas mãos.

Salmos 90:12-17
"
2023-04-12_09-49-21,2023-04-12 09:49:21,[],"Live 2 - Vontade

Nesta live eu encerro a Introdução falando um pouco sobre Vontade, Virtude e Obediência.
"
2023-04-12_03-01-35,2023-04-12 03:01:35,[],"Link na Bio para adquirir o Colcha de Retalhos
"
2023-04-10_17-40-00,2023-04-10 17:40:00,"['2023-04-10_17-40-00_UTC_5.jpg', '2023-04-10_17-40-00_UTC_3.jpg', '2023-04-10_17-40-00_UTC_4.jpg', '2023-04-10_17-40-00_UTC_1.jpg']","Colcha de retalhos:
As grandes ideias que têm nos sustentado em meio ao câncer 

“Como vocês conseguem encarar tão bem este diagnóstico de câncer?” 

No final de 2021, com 29 anos e quatro filhos pequenos (um deles com onze meses), fomos surpreendidos pela descoberta de um câncer metastico (cólon, peritônio, fígado e pulmão) crescendo e se espalhando com uma velocidade assustadora dentro de mim, me deixando *sem chances de cura* pelo tratamento médico tradicional e com uma *sobrevida de cinco anos.*

Passamos a viver debaixo deste diagnóstico e uma das nossas maiores convicções era que “viveríamos COM o câncer, se esta fosse a vontade do Senhor; mas nos recusávamos a viver PARA o câncer”. 

O ano de 2022 foi extremamente difícil e desafiador, mas o Senhor nos permitiu sair dele vivos e renovados na alma. 

Não, *eu não estou curada*. Aquele duro diagnóstico ainda pesa sobre mim. Mas, sim, *a graça de Deus permanece nos impedindo de afundar sobre seu peso* e nos elevando para além do que os homens podem entender. 

*Como Ele faz isso?*
É sobre isso que nós queremos falar com vocês. Sobre *como Deus tem conseguido* nos manter de pé; porque nós mesmos não conseguimos nada! Sobre como Deus tem reunido grandes ideias, costurado umas nas outras, e feito para nós uma colcha espiritual perfeita para nos aquecer nesse inverno enfrentado por nossas almas.

——-
Em 2020, havíamos sonhado com uma casa no campo, financiado um lote, começado a construir, mas em 2021 precisamos suspender tudo depois do diagnóstico do câncer. 
Agora, em 2023, nosso coração voltou a sonhar em poder terminar a construção e, então, *viver ali próximo a natureza até quando o Senhor me permitir viver.*

*Ao comprar e divulgar este curso, você estará contribuindo para a realização do meu sonho*: de passar meus últimos dias (quer sejam poucos ou muitos) com a minha família naquele lugar. 

Oro ao Senhor para que, ao me abençoar, você também seja abençoado.

—-
São dez vídeos de dez minutos: 7 meus, 3 do meu marido + um bate-papo nosso, que serão entregues ao longo do mês de abril.
"
2023-04-10_00-50-41,2023-04-10 00:50:41,['2023-04-10_00-50-41_UTC.jpg'],"Quando eu era pequena, roubaram meu dinheiro do passeio da escola. Eu não pude ir ao passeio, chorei. Ficou por isso mesmo. Diversas vezes durante o tempo de escola outras crianças queriam ser do meu grupo nos trabalhos porque eu fazia tudo, elas nada, ganhavam nota - e ficava por isso mesmo. No ensino médio, um professor errou minha nota da prova, eu falei com ele, ele assumiu o erro mas disse que não ia mudar a nota - e ficou por isso mesmo. 
.
Estes são só alguns de inúmeros exemplos como este que aconteceram na minha vida. Situações em que mesmo tendo buscado resolver os problemas, eu sofri o dano e os errados da história foram simplesmente ignorados, desculpados. Isto é o que chamamos de INJUSTIÇA. Quando o inocente sofre o dando enquanto o culpado não é punido.
.
Quando se trata de justiça, porém, em quem podemos confiar? Quem nos fará justiça? Quantas decepções já sofremos com autoridades que podiam realmente fazer algo mas escolheram se omitir? 
.
Há UM em quem podemos confiar, e a grande prova de que Ele fará justiça é o que Ele fez com Seu Filho. 
.
Explico: 
.
Cada pecado que cometemos é um crime cósmico. Se Deus decidisse simplesmente “passar por cima” e nos perdoar, Ele se tornaria um juíz injusto, que fecha os olhos pra quem precisa ser punido. Se Ele fosse injusto e parcial, não seria Bom.
.
Eu não poderia confiar em um deus que passa por cima dos pecados e não julga retamente, não pune o culpado - Ele estaria do lado dos maus. Por isso mesmo, como todos pecamos, todos merecemos a punição do inferno - com justiça! 
.
Mas, então, Deus, em Sua bondade e sabedoria, faz Ele mesmo um caminho em que Ele continue sendo Justo, mas também perdoe os culpados: Ele envia Seu Filho para vir ao mundo como homem (totalmente Deus, totalmente homem), e me representar diante do Juíz, carregando meus pecados, recebendo a punição da cruz e do inferno em meu lugar, ressuscitando ao terceiro dia para garantir a validade de Sua obra.
.
Tudo isso a fim de que eu, pecadora, pudesse ser considerada inocente. 
.

Aquele que nem mesmo a seu próprio Filho poupou, antes o entregou por todos nós, como nos não dará também com ele todas as coisas? (Rm 8:32) 
.
EU POSSO CONFIAR!
"
